id_matricula,id_turma,id_aluno,data_matricula,situacao,data_situacao
3994,4,399,2021-03-01,Finalizado,2021-06-21
4001,1,400,2021-06-14,Evadido,2021-09-05
4015,5,401,2020-06-08,Trancado,2020-08-08
4012,2,401,2021-03-08,Finalizado,2021-06-21
4025,5,402,2020-06-08,Evadido,2020-10-04
4034,4,403,2021-03-01,Finalizado,2021-06-21
4035,5,403,2020-06-08,Evadido,2020-10-05
4045,5,404,2020-06-08,Evadido,2020-06-19
4053,3,405,2020-05-25,Evadido,2020-09-18
4065,5,406,2020-06-08,Finalizado,2020-10-12
4064,4,406,2021-03-01,Finalizado,2021-06-21
4074,4,407,2021-03-01,Finalizado,2021-06-21
4075,5,407,2020-06-08,Evadido,2020-06-21
4091,1,409,2021-06-14,Evadido,2021-06-20
4094,4,409,2021-03-01,Evadido,2021-03-07
4105,5,410,2020-06-08,Evadido,2020-06-29
4115,5,411,2020-06-08,Trancado,2020-07-08
4112,2,411,2021-03-08,Finalizado,2021-06-21
4123,3,412,2020-05-25,Evadido,2020-07-01
4134,4,413,2021-03-01,Finalizado,2021-06-21
4135,5,413,2020-06-08,Evadido,2020-08-19
4141,1,414,2021-06-14,Evadido,2021-10-11
4152,2,415,2021-03-08,Finalizado,2021-06-21
4154,4,415,2021-03-01,Evadido,2021-05-31
4165,5,416,2020-06-08,Finalizado,2020-10-12
4163,3,416,2020-05-25,Finalizado,2020-09-28
4174,4,417,2021-03-01,Finalizado,2021-06-21
4184,4,418,2021-03-01,Finalizado,2021-06-21
4191,1,419,2021-06-14,Evadido,2021-10-15
4194,4,419,2021-03-01,Evadido,2021-04-01
4205,5,420,2020-06-08,Finalizado,2020-10-12
4204,4,420,2021-03-01,Finalizado,2021-06-21
4215,5,421,2020-06-08,Evadido,2020-07-20
4221,1,422,2021-06-14,Evadido,2021-08-16
4225,5,422,2020-06-08,Trancado,2020-09-06
4234,4,423,2021-03-01,Finalizado,2021-06-21
4232,2,423,2021-03-08,Finalizado,2021-06-21
4251,1,425,2021-06-14,Evadido,2021-07-29
4263,3,426,2020-05-25,Evadido,2020-06-18
4271,1,427,2021-06-14,Finalizado,2021-11-01
4281,1,428,2021-06-14,Evadido,2021-06-14
4285,5,428,2020-06-08,Finalizado,2020-10-12
4293,3,429,2020-05-25,,2020-09-28
4295,5,429,2020-06-08,Finalizado,2020-10-12
4304,4,430,2021-03-01,Finalizado,2021-06-21
4301,1,430,2021-06-14,Finalizado,2021-11-01
4315,5,431,2020-06-08,Finalizado,2020-10-12
4333,3,433,2020-05-25,Evadido,2020-07-27
4331,1,433,2021-06-14,Evadido,2021-09-05
4342,2,434,2021-03-08,Evadido,2021-04-21
4351,1,435,2021-06-14,Evadido,2021-06-24
4352,2,435,2021-03-08,Finalizado,2021-06-21
4363,3,436,2020-05-25,Evadido,2020-08-10
4375,5,437,2020-06-08,Finalizado,2020-10-12
4385,5,438,2020-06-08,Finalizado,2020-10-12
4391,1,439,2021-06-14,Evadido,2021-10-01
4393,3,439,2020-05-25,Finalizado,2020-09-28
4401,1,440,2021-06-14,Finalizado,2021-11-01
4411,1,441,2021-06-14,Finalizado,2021-11-01
4412,2,441,2021-03-08,Finalizado,2021-06-21
4421,1,442,2021-06-14,Finalizado,2021-11-01
4425,5,442,2020-06-08,Evadido,2020-07-28
4433,3,443,2020-05-25,Trancado,2020-09-28
4431,1,443,2021-06-14,Evadido,2021-08-16
4444,4,444,2021-03-01,Finalizado,2021-06-21
4474,4,447,2021-03-01,Evadido,2021-06-13
4491,1,449,2021-06-14,Finalizado,2021-11-01
4492,2,449,2021-03-08,Finalizado,2021-06-21
4513,3,451,2020-05-25,Evadido,2020-07-30
4515,5,451,2020-06-08,Evadido,2020-07-11
4523,3,452,2020-05-25,Finalizado,2020-09-28
4545,5,454,2020-06-08,Finalizado,2020-10-12
4544,4,454,2021-03-01,Evadido,2021-03-21
4554,4,455,2021-03-01,Evadido,2021-03-23
4564,4,456,2021-03-01,Finalizado,2021-06-21
4573,3,457,2020-05-25,Evadido,2020-08-17
4575,5,457,2020-06-08,Evadido,2020-09-10
4581,1,458,2021-06-14,Evadido,2021-08-29
4584,4,458,2021-03-01,Finalizado,2021-06-21
4592,2,459,2021-03-08,Finalizado,2021-06-21
4594,4,459,2021-03-01,Finalizado,2021-06-21
4612,2,461,2021-03-08,Finalizado,2021-06-21
4624,4,462,2021-03-01,Finalizado,2021-06-21
4621,1,462,2021-06-14,Finalizado,2021-11-01
4632,2,463,2021-03-08,Finalizado,2021-06-21
4633,3,463,2020-05-25,Evadido,2020-08-23
4643,3,464,2020-05-25,Finalizado,2020-09-28
4653,3,465,2020-05-25,Finalizado,2020-09-28
4671,1,467,2021-06-14,Finalizado,2021-11-01
4685,5,468,2020-06-08,Trancado,2020-09-04
4691,1,469,2021-06-14,Finalizado,2021-11-01
4701,1,470,2021-06-14,Finalizado,2021-11-01
4713,3,471,2020-05-25,Finalizado,2020-09-28
4714,4,471,2021-03-01,Finalizado,2021-06-21
4722,2,472,2021-03-08,Evadido,2021-06-07
4734,4,473,2021-03-01,Evadido,2021-05-06
4735,5,473,2020-06-08,Finalizado,2020-10-12
4742,2,474,2021-03-08,Evadido,2021-05-10
4755,5,475,2020-06-08,Finalizado,2020-10-12
4761,1,476,2021-06-14,Finalizado,2021-11-01
4763,3,476,2020-05-25,Evadido,2020-06-27
4775,5,477,2020-06-08,Finalizado,2020-10-12
4785,5,478,2020-06-08,Evadido,2020-08-06
4782,2,478,2021-03-08,Finalizado,2021-06-21
4792,2,479,2021-03-08,Finalizado,2021-06-21
4801,1,480,2021-06-14,Finalizado,2021-11-01
4811,1,481,2021-06-14,Cancelado,2021-08-17
4814,4,481,2021-03-01,Evadido,2021-04-18
4834,4,483,2021-03-01,Finalizado,2021-06-21
4845,5,484,2020-06-08,Evadido,2020-07-10
4843,3,484,2020-05-25,Finalizado,2020-09-28
4851,1,485,2021-06-14,Finalizado,2021-11-01
4875,5,487,2020-06-08,Finalizado,2020-10-12
4871,1,487,2021-06-14,Evadido,2021-06-19
4893,3,489,2020-05-25,Evadido,2020-08-07
4892,2,489,2021-03-08,Evadido,2021-03-08
4902,2,490,2021-03-08,Trancado,2021-04-02
4903,3,490,2020-05-25,Cancelado,2020-06-24
4914,4,491,2021-03-01,Finalizado,2021-06-21
4923,3,492,2020-05-25,Finalizado,2020-09-28
4933,3,493,2020-05-25,Evadido,2020-09-14
4934,4,493,2021-03-01,Finalizado,2021-06-21
4945,5,494,2020-06-08,Finalizado,2020-10-12
4941,1,494,2021-06-14,Finalizado,2021-11-01
4952,2,495,2021-03-08,Finalizado,2021-06-21
4955,5,495,2020-06-08,Evadido,2020-06-10
4961,1,496,2021-06-14,Finalizado,2021-11-01
4971,1,497,2021-06-14,Finalizado,2021-11-01
4974,4,497,2021-03-01,Finalizado,2021-06-21
4981,1,498,2021-06-14,Finalizado,2021-11-01
4993,3,499,2020-05-25,Finalizado,2020-09-28
5005,5,500,2020-06-08,Evadido,2020-09-20
5012,2,501,2021-03-08,Finalizado,2021-06-21
5024,4,502,2021-03-01,Evadido,2021-03-27
5035,5,503,2020-06-08,Finalizado,2020-10-12
5032,2,503,2021-03-08,Finalizado,2021-06-21
5042,2,504,2021-03-08,Finalizado,2021-06-21
5041,1,504,2021-06-14,Evadido,2021-08-14
5052,2,505,2021-03-08,Finalizado,2021-06-21
5053,3,505,2020-05-25,Evadido,2020-09-09
5061,1,506,2021-06-14,Trancado,2021-07-09
5074,4,507,2021-03-01,Finalizado,2021-06-21
5083,3,508,2020-05-25,Evadido,2020-09-25
5081,1,508,2021-06-14,Finalizado,2021-11-01
5094,4,509,2021-03-01,Evadido,2021-06-03
5091,1,509,2021-06-14,Evadido,2021-07-05
5104,4,510,2021-03-01,Finalizado,2021-06-21
5115,5,511,2020-06-08,Finalizado,2020-10-12
5113,3,511,2020-05-25,Finalizado,2020-09-28
5122,2,512,2021-03-08,Finalizado,2021-06-21
5132,2,513,2021-03-08,Evadido,2021-04-20
5135,5,513,2020-06-08,Finalizado,2020-10-12
5143,3,514,2020-05-25,Finalizado,2020-09-28
5142,2,514,2021-03-08,Finalizado,2021-06-21
5154,4,515,2021-03-01,Trancado,2021-05-14
5152,2,515,2021-03-08,Evadido,2021-04-20
5164,4,516,2021-03-01,Evadido,2021-05-22
5161,1,516,2021-06-14,Evadido,2021-08-31
5173,3,517,2020-05-25,Finalizado,2020-09-28
5182,2,518,2021-03-08,Finalizado,2021-06-21
5201,1,520,2021-06-14,Finalizado,2021-11-01
5204,4,520,2021-03-01,Finalizado,2021-06-21
5211,1,521,2021-06-14,Evadido,2021-06-20
5223,3,522,2020-05-25,Finalizado,2020-09-28
5225,5,522,2020-06-08,Finalizado,2020-10-12
5235,5,523,2020-06-08,Finalizado,2020-10-12
5231,1,523,2021-06-14,Finalizado,2021-11-01
5242,2,524,2021-03-08,Evadido,2021-03-11
5244,4,524,2021-03-01,Cancelado,2021-05-11
5252,2,525,2021-03-08,Finalizado,2021-06-21
5273,3,527,2020-05-25,Finalizado,2020-09-28
5271,1,527,2021-06-14,Finalizado,2021-11-01
5282,2,528,2021-03-08,Finalizado,2021-06-21
5291,1,529,2021-06-14,Finalizado,2021-11-01
5295,5,529,2020-06-08,Finalizado,2020-10-12
5302,2,530,2021-03-08,Evadido,2021-03-18
5304,4,530,2021-03-01,Evadido,2021-03-26
5311,1,531,2021-06-14,Finalizado,2021-11-01
5312,2,531,2021-03-08,Finalizado,2021-06-21
5322,2,532,2021-03-08,Finalizado,2021-06-21
5334,4,533,2021-03-01,Finalizado,
5331,1,533,2021-06-14,Trancado,2021-09-22
5345,5,534,2020-06-08,Evadido,2020-09-24
5343,3,534,2020-05-25,Trancado,2020-05-26
5354,4,535,2021-03-01,Evadido,2021-05-18
5365,5,536,2020-06-08,Finalizado,2020-10-12
5361,1,536,2021-06-14,Evadido,2021-07-13
5371,1,537,2021-06-14,Finalizado,2021-11-01
5372,2,537,2021-03-08,Finalizado,2021-06-21
5383,3,538,2020-05-25,Finalizado,2020-09-28
5382,2,538,2021-03-08,Evadido,2021-03-31
5415,5,541,2020-06-08,Finalizado,2020-10-12
5411,1,541,2021-06-14,Cancelado,2021-09-17
5423,3,542,2020-05-25,Evadido,2020-09-26
5432,2,543,2021-03-08,Trancado,2021-04-29
5434,4,543,2021-03-01,Trancado,2021-03-09
5441,1,544,2021-06-14,Trancado,2021-07-08
5445,5,544,2020-06-08,Finalizado,2020-10-12
5454,4,545,2021-03-01,Finalizado,2021-06-21
5452,2,545,2021-03-08,Evadido,2021-03-29
5465,5,546,2020-06-08,Evadido,2020-07-26
5463,3,546,2020-05-25,Evadido,2020-09-24
5481,1,548,2021-06-14,Evadido,2021-07-25
5484,4,548,2021-03-01,Finalizado,2021-06-21
5492,2,549,2021-03-08,Trancado,2021-05-08
5501,1,550,2021-06-14,Trancado,2021-09-16
5515,5,551,2020-06-08,Finalizado,2020-10-12
5524,4,552,2021-03-01,Finalizado,2021-06-21
5522,2,552,2021-03-08,Finalizado,2021-06-21
5531,1,553,2021-06-14,Evadido,2021-07-29
5545,5,554,2020-06-08,Finalizado,2020-10-12
5554,4,555,2021-03-01,Finalizado,2021-06-21
5563,3,556,2020-05-25,Finalizado,2020-09-28
5575,5,557,2020-06-08,Evadido,2020-08-26
5584,4,558,2021-03-01,Evadido,2021-04-29
5581,1,558,2021-06-14,Finalizado,2021-11-01
5591,1,559,2021-06-14,Cancelado,2021-09-03
5614,4,561,2021-03-01,Finalizado,2021-06-21
5611,1,561,2021-06-14,Evadido,2021-10-10
5623,3,562,2020-05-25,Evadido,
5633,3,563,2020-05-25,Evadido,2020-09-25
5644,4,564,2021-03-01,Finalizado,2021-06-21
5641,1,564,2021-06-14,Finalizado,2021-11-01
5654,4,565,2021-03-01,Evadido,2021-05-31
5662,2,566,2021-03-08,Finalizado,2021-06-21
5675,5,567,2020-06-08,Finalizado,2020-10-12
5682,2,568,2021-03-08,Finalizado,2021-06-21
5694,4,569,2021-03-01,Finalizado,2021-06-21
5693,3,569,2020-05-25,Trancado,2020-07-14
5702,2,570,2021-03-08,Finalizado,2021-06-21
5701,1,570,2021-06-14,Trancado,2021-06-24
5714,4,571,2021-03-01,Evadido,2021-06-19
5721,1,572,2021-06-14,Evadido,2021-10-14
5722,2,572,2021-03-08,Finalizado,2021-06-21
5733,3,573,2020-05-25,Finalizado,2020-09-28
5743,3,574,2020-05-25,Finalizado,2020-09-28
5745,5,574,2020-06-08,Finalizado,2020-10-12
5755,5,575,2020-06-08,Finalizado,2020-10-12
5752,2,575,2021-03-08,Cancelado,2021-05-14
5764,4,576,2021-03-01,Finalizado,2021-06-21
5773,3,577,2020-05-25,Trancado,2020-06-17
5772,2,577,2021-03-08,Finalizado,2021-06-21
5781,1,578,2021-06-14,Evadido,2021-10-08
5792,2,579,2021-03-08,Finalizado,2021-06-21
5804,4,580,2021-03-01,Finalizado,2021-06-21
5814,4,581,2021-03-01,Finalizado,2021-06-21
5823,3,582,2020-05-25,Finalizado,2020-09-28
5835,5,583,2020-06-08,Evadido,2020-07-29
5833,3,583,2020-05-25,Evadido,2020-06-13
5845,5,584,2020-06-08,Evadido,2020-10-07
5852,2,585,2021-03-08,Cancelado,2021-06-11
5854,4,585,2021-03-01,Finalizado,2021-06-21
5871,1,587,2021-06-14,Finalizado,2021-11-01
5875,5,587,2020-06-08,Finalizado,2020-10-12
5881,1,588,2021-06-14,Evadido,2021-09-11
5895,5,589,2020-06-08,Finalizado,2020-10-12
5892,2,589,2021-03-08,Finalizado,2021-06-21
5901,1,590,2021-06-14,Evadido,2021-08-30
5903,3,590,2020-05-25,Finalizado,2020-09-28
5912,2,591,2021-03-08,Finalizado,2021-06-21
5914,4,591,2021-03-01,Cancelado,2021-06-11
5921,1,592,2021-06-14,Trancado,2021-10-16
5935,5,593,2020-06-08,Cancelado,2020-07-18
5942,2,594,2021-03-08,Finalizado,2021-06-21
5954,4,595,2021-03-01,Finalizado,2021-06-21
5961,1,596,2021-06-14,Finalizado,2021-11-01
5972,2,597,2021-03-08,Evadido,2021-04-05
5984,4,598,2021-03-01,Evadido,2021-03-06
5994,4,599,2021-03-01,Evadido,2021-05-05
5993,3,599,2020-05-25,Evadido,2020-08-04
6001,1,600,2021-06-14,Evadido,2021-06-24
6012,2,601,2021-03-08,Finalizado,2021-06-21
6013,3,601,2020-05-25,Evadido,2020-08-11
6032,2,603,2021-03-08,Finalizado,2021-06-21
6043,3,604,2020-05-25,Finalizado,2020-09-28
6054,4,605,2021-03-01,Finalizado,2021-06-21
6062,2,606,2021-03-08,Finalizado,2021-06-21
6065,5,606,2020-06-08,Finalizado,2020-10-12
6072,2,607,2021-03-08,Finalizado,2021-06-21
6071,1,607,2021-06-14,Evadido,2021-06-22
6084,4,608,2021-03-01,Finalizado,2021-06-21
6094,4,609,2021-03-01,Finalizado,2021-06-21
6092,2,609,2021-03-08,Finalizado,2021-06-21
6104,4,610,2021-03-01,Finalizado,2021-06-21
6125,5,612,2020-06-08,Finalizado,2020-10-12
6121,1,612,2021-06-14,Evadido,2021-10-20
6131,1,613,2021-06-14,Finalizado,2021-11-01
6145,5,614,2020-06-08,Finalizado,2020-10-12
6141,1,614,2021-06-14,Finalizado,2021-11-01
6154,4,615,2021-03-01,Finalizado,2021-06-21
6163,3,616,2020-05-25,Finalizado,2020-09-28
6173,3,617,2020-05-25,Finalizado,2020-09-28
6181,1,618,2021-06-14,Finalizado,2021-11-01
6183,3,618,2020-05-25,Evadido,2020-09-15
6192,2,619,2021-03-08,Trancado,2021-03-10
6191,1,619,2021-06-14,Finalizado,2021-11-01
6204,4,620,2021-03-01,Trancado,2021-06-04
6201,1,620,2021-06-14,Evadido,2021-07-01
6214,4,621,2021-03-01,Finalizado,2021-06-21
6225,5,622,2020-06-08,Evadido,2020-10-04
6234,4,623,2021-03-01,Evadido,2021-05-23
6253,3,625,2020-05-25,Finalizado,2020-09-28
6251,1,625,2021-06-14,Finalizado,2021-11-01
6264,4,626,2021-03-01,Finalizado,2021-06-21
6271,1,627,2021-06-14,Finalizado,2021-11-01
6282,2,628,2021-03-08,Finalizado,2021-06-21
6292,2,629,2021-03-08,Finalizado,2021-06-21
6305,5,630,2020-06-08,Evadido,2020-10-01
6301,1,630,2021-06-14,Finalizado,2021-11-01
6312,2,631,2021-03-08,Evadido,2021-05-26
6325,5,632,2020-06-08,Finalizado,2020-10-12
6324,4,632,2021-03-01,Finalizado,2021-06-21
6334,4,633,2021-03-01,Finalizado,2021-06-21
6342,2,634,2021-03-08,Finalizado,2021-06-21
6341,1,634,2021-06-14,Finalizado,2021-11-01
6364,4,636,2021-03-01,Evadido,2021-04-07
6361,1,636,2021-06-14,Finalizado,2021-11-01
6384,4,638,2021-03-01,Finalizado,2021-06-21
6383,3,638,2020-05-25,Finalizado,2020-09-28
6393,3,639,2020-05-25,Finalizado,2020-09-28
6391,1,639,2021-06-14,Finalizado,2021-11-01
6402,2,640,2021-03-08,Evadido,2021-05-22
6403,3,640,2020-05-25,Finalizado,2020-09-28
6413,3,641,2020-05-25,Evadido,2020-09-11
6411,1,641,2021-06-14,Finalizado,2021-11-01
6423,3,642,2020-05-25,Trancado,2020-09-08
6421,1,642,2021-06-14,Evadido,2021-09-12
6441,1,644,2021-06-14,Evadido,2021-07-01
6453,3,645,2020-05-25,Finalizado,2020-09-28
6461,1,646,2021-06-14,Finalizado,2021-11-01
6464,4,646,2021-03-01,Finalizado,2021-06-21
6472,2,647,2021-03-08,Trancado,2021-06-01
6483,3,648,2020-05-25,Evadido,2020-05-27
6491,1,649,2021-06-14,Evadido,2021-10-05
6495,5,649,2020-06-08,Trancado,2020-08-11
6511,1,651,2021-06-14,Finalizado,2021-11-01
6515,5,651,2020-06-08,Trancado,2020-09-16
6521,1,652,2021-06-14,Finalizado,2021-11-01
6532,2,653,2021-03-08,Finalizado,2021-06-21
6545,5,654,2020-06-08,Finalizado,2020-10-12
6555,5,655,2020-06-08,Trancado,2020-08-18
6552,2,655,2021-03-08,Finalizado,2021-06-21
6561,1,656,2021-06-14,Trancado,2021-08-24
6574,4,657,2021-03-01,Finalizado,2021-06-21
6571,1,657,2021-06-14,Evadido,2021-06-27
6585,5,658,2020-06-08,Finalizado,2020-10-12
6593,3,659,2020-05-25,Finalizado,2020-09-28
6602,2,660,2021-03-08,Finalizado,2021-06-21
6612,2,661,2021-03-08,Evadido,2021-05-03
6611,1,661,2021-06-14,Evadido,2021-10-17
6621,1,662,2021-06-14,Finalizado,2021-11-01
6625,5,662,2020-06-08,Evadido,2020-10-06
6633,3,663,2020-05-25,Finalizado,2020-09-28
6635,5,663,2020-06-08,Finalizado,2020-10-12
6644,4,664,2021-03-01,Finalizado,2021-06-21
6641,1,664,2021-06-14,Finalizado,2021-11-01
6655,5,665,2020-06-08,Trancado,2020-07-24
6651,1,665,2021-06-14,Finalizado,2021-11-01
6664,4,666,2021-03-01,Evadido,2021-03-09
6663,3,666,2020-05-25,Finalizado,2020-09-28
6674,4,667,2021-03-01,Evadido,2021-06-03
6702,2,670,2021-03-08,Finalizado,2021-06-21
6714,4,671,2021-03-01,Trancado,2021-05-23
6715,5,671,2020-06-08,Finalizado,2020-10-12
6722,2,672,2021-03-08,Finalizado,2021-06-21
6733,3,673,2020-05-25,Trancado,2020-09-16
6732,2,673,2021-03-08,Finalizado,2021-06-21
6743,3,674,2020-05-25,Finalizado,2020-09-28
6742,2,674,2021-03-08,Trancado,2021-03-14
6752,2,675,2021-03-08,Finalizado,2021-06-21
6762,2,676,2021-03-08,Finalizado,2021-06-21
6761,1,676,2021-06-14,Finalizado,2021-11-01
6774,4,677,2021-03-01,Finalizado,2021-06-21
6781,1,678,2021-06-14,Finalizado,2021-11-01
6791,1,679,2021-06-14,Finalizado,2021-11-01
6801,1,680,2021-06-14,Finalizado,2021-11-01
6813,3,681,2020-05-25,Evadido,2020-08-19
6824,4,682,2021-03-01,Evadido,2021-06-12
6821,1,682,2021-06-14,Finalizado,2021-11-01
6834,4,683,2021-03-01,Finalizado,2021-06-21
6831,1,683,2021-06-14,Finalizado,2021-11-01
6842,2,684,2021-03-08,Finalizado,2021-06-21
6843,3,684,2020-05-25,Finalizado,2020-09-28
6851,1,685,2021-06-14,Evadido,2021-07-10
6854,4,685,2021-03-01,Finalizado,2021-06-21
6865,5,686,2020-06-08,Finalizado,2020-10-12
6874,4,687,2021-03-01,Finalizado,2021-06-21
6885,5,688,2020-06-08,Finalizado,2020-10-12
6882,2,688,2021-03-08,Finalizado,2021-06-21
6893,3,689,2020-05-25,Evadido,2020-09-13
6892,2,689,2021-03-08,Finalizado,2021-06-21
6904,4,690,2021-03-01,Evadido,2021-03-29
6903,3,690,2020-05-25,Finalizado,2020-09-28
6911,1,691,2021-06-14,Finalizado,2021-11-01
6922,2,692,2021-03-08,Evadido,2021-03-17
6925,5,692,2020-06-08,Evadido,2020-09-18
6933,3,693,2020-05-25,Evadido,2020-07-31
6932,2,693,2021-03-08,Evadido,2021-05-28
6941,1,694,2021-06-14,Trancado,2021-10-29
6945,5,694,2020-06-08,Finalizado,2020-10-12
6955,5,695,2020-06-08,Finalizado,2020-10-12
6952,2,695,2021-03-08,Evadido,2021-04-24
6964,4,696,2021-03-01,Trancado,2021-06-18
6962,2,696,2021-03-08,Finalizado,2021-06-21
6975,5,697,2020-06-08,Finalizado,2020-10-12
6985,5,698,2020-06-08,Finalizado,2020-10-12
6982,2,698,2021-03-08,Evadido,2021-04-26
6993,3,699,2020-05-25,Finalizado,2020-09-28
7005,5,700,2020-06-08,Finalizado,2020-10-12
7002,2,700,2021-03-08,Trancado,2021-03-12
7012,2,701,2021-03-08,Evadido,2021-05-15
7034,4,703,2021-03-01,Finalizado,2021-06-21
7045,5,704,2020-06-08,Finalizado,2020-10-12
7043,3,704,2020-05-25,Finalizado,2020-09-28
7053,3,705,2020-05-25,Evadido,2020-08-02
7055,5,705,2020-06-08,Evadido,2020-08-23
7065,5,706,2020-06-08,Finalizado,2020-10-12
7074,4,707,2021-03-01,Finalizado,2021-06-21
7082,2,708,2021-03-08,Finalizado,2021-06-21
7093,3,709,2020-05-25,Finalizado,2020-09-28
7104,4,710,2021-03-01,Finalizado,2021-06-21
7114,4,711,2021-03-01,Evadido,2021-04-02
7123,3,712,2020-05-25,Finalizado,2020-09-28
7125,5,712,2020-06-08,Finalizado,2020-10-12
7131,1,713,2021-06-14,Finalizado,2021-11-01
7135,5,713,2020-06-08,Finalizado,2020-10-12
7141,1,714,2021-06-14,Finalizado,2021-11-01
7165,5,716,2020-06-08,Evadido,2020-09-05
7173,3,717,2020-05-25,Finalizado,2020-09-28
7175,5,717,2020-06-08,Finalizado,2020-10-12
7184,4,718,2021-03-01,Evadido,2021-04-30
7185,5,718,2020-06-08,Evadido,2020-06-29
7204,4,720,2021-03-01,Finalizado,2021-06-21
7201,1,720,2021-06-14,Finalizado,2021-11-01
7213,3,721,2020-05-25,Finalizado,2020-09-28
7224,4,722,2021-03-01,Evadido,2021-05-05
7221,1,722,2021-06-14,Finalizado,2021-11-01
7235,5,723,2020-06-08,Finalizado,2020-10-12
7232,2,723,2021-03-08,Finalizado,2021-06-21
7242,2,724,2021-03-08,Evadido,2021-03-25
7244,4,724,2021-03-01,Finalizado,2021-06-21
7251,1,725,2021-06-14,Finalizado,2021-11-01
7253,3,725,2020-05-25,Trancado,2020-07-29
7271,1,727,2021-06-14,Finalizado,2021-11-01
7274,4,727,2021-03-01,Evadido,2021-04-23
7282,2,728,2021-03-08,Finalizado,2021-06-21
7291,1,729,2021-06-14,Evadido,2021-07-19
7294,4,729,2021-03-01,Finalizado,2021-06-21
7304,4,730,2021-03-01,Finalizado,2021-06-21
7302,2,730,2021-03-08,Finalizado,2021-06-21
7302,2,730,2021-03-08,Finalizado,2021-06-21
7302,2,730,2021-03-08,Finalizado,2021-06-21
7302,2,730,2021-03-08,Finalizado,2021-06-21
7302,2,730,2021-03-08,Finalizado,2021-06-21
7314,4,731,2021-03-01,Finalizado,2021-06-21
7322,2,732,2021-03-08,Finalizado,2020-06-21
7321,1,732,2021-06-14,Evadido,2021-08-23
7335,5,733,2020-06-08,Finalizado,2020-10-12
7332,2,733,2021-03-08,Evadido,2021-06-14
7343,3,734,2020-05-25,Finalizado,2020-09-28
7344,4,734,2021-03-01,Evadido,2021-05-02
7351,1,735,2021-06-14,Finalizado,2021-11-01
7352,2,735,2021-03-08,Evadido,2021-06-10
7365,5,736,2020-06-08,Finalizado,2020-10-12
7373,3,737,2020-05-25,Finalizado,2020-09-28
7385,5,738,2020-06-08,Finalizado,2020-10-12
7392,2,739,2021-03-08,Finalizado,2021-06-21
7403,3,740,2020-05-25,Evadido,2020-07-29
7414,4,741,2021-03-01,Evadido,2021-06-07
7425,5,742,2020-06-08,Finalizado,2020-10-12
7421,1,742,2021-06-14,Evadido,2021-08-05
7433,3,743,2020-05-25,Finalizado,2020-09-28
7432,2,743,2021-03-08,Finalizado,2021-06-21
7443,3,744,2020-05-25,Finalizado,2020-09-28
7451,1,745,2021-06-14,Finalizado,2021-11-01
7461,1,746,2021-06-14,Finalizado,2021-11-01
7463,3,746,2020-05-25,Evadido,2020-09-09
7481,1,748,2021-06-14,Evadido,2021-07-05
7482,2,748,2021-03-08,Evadido,2021-06-16
7493,3,749,2020-05-25,Evadido,2020-06-25
7503,3,750,2020-05-25,Finalizado,2020-09-28
7502,2,750,2021-03-08,Finalizado,2021-06-21
7513,3,751,2020-05-25,Evadido,2020-09-14
7525,5,752,2020-06-08,Finalizado,2020-10-12
7522,2,752,2021-03-08,Finalizado,2021-06-21
7533,3,753,2020-05-25,Evadido,2020-08-02
7544,4,754,2021-03-01,Finalizado,2021-06-21
7542,2,754,2021-03-08,Finalizado,2021-06-21
7554,4,755,2021-03-01,Finalizado,2021-06-21
7565,5,756,2020-06-08,Finalizado,2020-10-12
7564,4,756,2021-03-01,Evadido,2021-04-09
7572,2,757,2021-03-08,Trancado,2021-04-30
7575,5,757,2020-06-08,Finalizado,2020-10-12
7583,3,758,2020-05-25,Finalizado,2020-09-28
7592,2,759,2021-03-08,Finalizado,2021-06-21
7602,2,760,2021-03-08,Evadido,2021-05-27
7614,4,761,2021-03-01,Finalizado,2021-06-21
7612,2,761,2021-03-08,Evadido,2021-06-14
7623,3,762,2020-05-25,Evadido,2020-07-15
7624,4,762,2021-03-01,Finalizado,2021-06-21
7633,3,763,2020-05-25,Finalizado,2020-09-28
7631,1,763,2021-06-14,Finalizado,2021-11-01
7643,3,764,2020-05-25,Finalizado,2020-09-28
7644,4,764,2021-03-01,Finalizado,2021-06-21
7651,1,765,2021-06-14,Evadido,2021-08-29
7665,5,766,2020-06-08,Finalizado,2020-10-12
7662,2,766,2021-03-08,Finalizado,2021-06-21
7675,5,767,2020-06-08,Finalizado,2020-10-12
7685,5,768,2020-06-08,Finalizado,2020-10-12
7684,4,768,2021-03-01,Evadido,2021-03-08
7691,1,769,2021-06-14,Trancado,2021-07-01
7701,1,770,2021-06-14,Evadido,2021-07-06
7713,3,771,2020-05-25,Finalizado,2020-09-28
7724,4,772,2021-03-01,Finalizado,2021-06-21
7732,2,773,2021-03-08,Trancado,2021-04-18
7745,5,774,2020-06-08,Finalizado,2020-10-12
7755,5,775,2020-06-08,Evadido,2020-09-21
7763,3,776,2020-05-25,Finalizado,2020-09-28
7762,2,776,2021-03-08,Finalizado,2021-06-21
7775,5,777,2020-06-08,Trancado,2020-09-28
7781,1,778,2021-06-14,Finalizado,2021-11-01
7793,3,779,2020-05-25,Finalizado,2001-09-28
7803,3,780,2020-05-25,Finalizado,2020-09-28
7802,2,780,2021-03-08,Cancelado,2021-04-06
7811,1,781,2021-06-14,Finalizado,2021-11-01
