id_matricula,id_disciplina,data,nota
3081,101,2021-09-13,7.26
3081,102,2021-06-15,6.6
3081,102,2021-08-24,6.86
3081,103,2021-06-16,7.61
3081,103,2021-08-25,7.87
3081,104,2021-06-17,6.32
3081,104,2021-07-29,7.52
3081,104,2021-09-09,7.07
3081,105,2021-06-18,6.79
3081,105,2021-07-30,7.02
3081,105,2021-09-10,6.45
3093,301,2020-06-01,7.03
3093,301,2020-07-13,6.53
3093,301,2020-08-24,7.39
3093,302,2020-05-26,7.75
3093,302,2020-07-28,6.75
3093,303,2020-05-27,7.59
3093,303,2020-07-29,6.85
3093,304,2020-05-28,6.86
3093,304,2020-07-09,6.16
3093,304,2020-08-20,7.65
3093,305,2020-05-29,7.1
3093,305,2020-07-10,6.36
3093,305,2020-08-21,6.5
3094,401,2021-03-08,6.58
3094,401,2021-04-12,7.43
3094,401,2021-05-17,6.3
3094,402,2021-03-02,7.93
3094,402,2021-04-27,7.64
3094,403,2021-03-03,7.25
3094,403,2021-04-28,6.91
3094,404,2021-03-04,7.01
3094,404,2021-04-08,7.29
3094,404,2021-05-13,6.28
3094,405,2021-03-05,6.71
3094,405,2021-04-09,7.99
3094,405,2021-05-14,6.14
3104,401,2021-03-08,0.05
3104,401,2021-04-12,2.02
3104,401,2021-05-17,1.24
3104,402,2021-03-02,3.66
3104,402,2021-04-27,1.67
3104,403,2021-03-03,0.37
3104,403,2021-04-28,2.98
3104,404,2021-03-04,1.19
3104,404,2021-04-08,4.35
3104,404,2021-05-13,0.01
3104,405,2021-03-05,4.08
3104,405,2021-04-09,1.31
3104,405,2021-05-14,1.46
3113,301,2020-06-01,8.49
3113,301,2020-07-13,8.05
3113,301,2020-08-24,8.99
3113,302,2020-05-26,8.7
3113,302,2020-07-28,8.96
3113,303,2020-05-27,8.14
3113,303,2020-07-29,8.94
3113,304,2020-05-28,8.49
3113,304,2020-07-09,8.68
3113,304,2020-08-20,8.42
3113,305,2020-05-29,8.47
3113,305,2020-07-10,8.04
3113,305,2020-08-21,8.62
3121,101,2021-06-21,9.25
3121,101,2021-08-02,9.18
3121,101,2021-09-13,9.24
3121,102,2021-06-15,9.16
3121,102,2021-08-24,9.05
3121,103,2021-06-16,9.2
3121,103,2021-08-25,9.2
3121,104,2021-06-17,9.33
3121,104,2021-07-29,9.88
3121,104,2021-09-09,9.12
3121,105,2021-06-18,9.41
3121,105,2021-07-30,9.92
3121,105,2021-09-10,9.24
3142,201,2021-03-15,8.83
3142,201,2021-04-19,8.61
3142,201,2021-05-24,8.9
3142,202,2021-03-09,8.47
3142,202,2021-04-13,8.44
3142,202,2021-05-18,8.91
3142,203,2021-03-10,8.91
3142,203,2021-04-14,8.34
3142,203,2021-05-19,8.29
3142,204,2021-03-11,8.27
3142,204,2021-04-29,8.27
3142,205,2021-03-12,8.6
3142,205,2021-04-30,8.8
3142,206,2021-03-13,8.45
3142,206,2021-05-01,8.1
3145,501,2020-06-15,8.62
3145,501,2020-07-27,8.84
3145,501,2020-09-07,8.81
3145,502,2020-06-09,8.6
3145,502,2020-08-11,8.47
3145,503,2020-06-10,8.02
3145,503,2020-08-12,8.07
3145,504,2020-06-11,8.99
3145,504,2020-07-23,8.32
3145,504,2020-09-03,8.94
3145,505,2020-06-12,8.69
3145,505,2020-07-24,8.48
3145,505,2020-09-04,8.66
3154,401,2021-03-08,7.9
3154,401,2021-04-12,6.1
3154,401,2021-05-17,
3154,402,2021-03-02,6.81
3154,402,2021-04-27,
3154,403,2021-03-03,6.64
3154,403,2021-04-28,
3154,404,2021-03-04,6.55
3154,404,2021-04-08,7.78
3154,404,2021-05-13,
3154,405,2021-03-05,6.97
3154,405,2021-04-09,6.47
3154,405,2021-05-14,
3151,101,2021-06-21,7.37
3151,101,2021-08-02,6.31
3151,101,2021-09-13,6.15
3151,102,2021-06-15,6.01
3151,102,2021-08-24,6.66
3151,103,2021-06-16,6.75
3151,103,2021-08-25,6.51
3151,104,2021-06-17,8.0
3151,104,2021-07-29,7.69
3151,104,2021-09-09,6.98
3151,105,2021-06-18,6.74
3151,105,2021-07-30,7.51
3151,105,2021-09-10,7.45
3161,101,2021-06-21,8.81
3161,101,2021-08-02,8.45
3161,101,2021-09-13,8.29
3161,102,2021-06-15,8.5
3161,102,2021-08-24,8.72
3161,103,2021-06-16,8.5
3161,103,2021-08-25,8.88
3161,104,2021-06-17,8.09
3161,104,2021-07-29,8.74
3161,104,2021-09-09,8.23
3161,105,2021-06-18,8.43
3161,105,2021-07-30,8.98
3161,105,2021-09-10,8.25
3175,501,2020-06-15,6.59
3175,501,2020-07-27,7.33
3175,501,2020-09-07,7.8
3175,502,2020-06-09,7.33
3175,502,2020-08-11,6.74
3175,503,2020-06-10,6.46
3175,503,2020-08-12,6.86
3175,504,2020-06-11,6.38
3175,504,2020-07-23,6.08
3175,504,2020-09-03,7.05
3175,505,2020-06-12,7.82
3175,505,2020-07-24,7.17
3175,505,2020-09-04,6.1
3183,301,2020-06-01,8.75
3183,301,2020-07-13,8.22
3183,301,2020-08-24,8.62
3183,302,2020-05-26,8.94
3183,302,2020-07-28,8.23
3183,303,2020-05-27,8.27
3183,303,2020-07-29,8.34
3183,304,2020-05-28,8.67
3183,304,2020-07-09,8.54
3183,304,2020-08-20,8.12
3183,305,2020-05-29,8.25
3183,305,2020-07-10,8.73
3183,305,2020-08-21,8.23
3191,101,2021-06-21,4.89
3191,101,2021-08-02,5.1
3191,101,2021-09-13,2.28
3191,102,2021-06-15,5.09
3191,102,2021-08-24,3.88
3191,103,2021-06-16,1.51
3191,103,2021-08-25,0.59
3191,104,2021-06-17,2.1
3191,104,2021-07-29,0.58
3191,104,2021-09-09,1.48
3191,105,2021-06-18,4.11
3191,105,2021-07-30,1.17
3191,105,2021-09-10,2.18
3193,301,2020-06-01,2.47
3193,301,2020-07-13,4.82
3193,301,2020-08-24,2.52
3193,302,2020-05-26,3.48
3193,302,2020-07-28,3.2
3193,303,2020-05-27,0.4
3193,303,2020-07-29,0.37
3193,304,2020-05-28,1.61
3193,304,2020-07-09,2.46
3193,304,2020-08-20,5.47
3193,305,2020-05-29,4.97
3193,305,2020-07-10,3.61
3193,305,2020-08-21,0.63
3205,501,2020-06-15,8.58
3205,501,2020-07-27,
3205,501,2020-09-07,
3205,502,2020-06-09,8.62
3205,502,2020-08-11,
3205,503,2020-06-10,8.5
3205,503,2020-08-12,
3205,504,2020-06-11,8.41
3205,504,2020-07-23,
3205,504,2020-09-03,
3205,505,2020-06-12,8.93
3205,505,2020-07-24,
3205,505,2020-09-04,
3214,401,2021-03-08,7.21
3214,401,2021-04-12,6.43
3214,401,2021-05-17,6.44
3214,402,2021-03-02,6.91
3214,402,2021-04-27,7.99
3214,403,2021-03-03,7.74
3214,403,2021-04-28,6.39
3214,404,2021-03-04,6.82
3214,404,2021-04-08,6.74
3214,404,2021-05-13,7.72
3214,405,2021-03-05,7.45
3214,405,2021-04-09,6.13
3214,405,2021-05-14,7.38
3213,301,2020-06-01,7.45
3213,301,2020-07-13,6.51
3213,301,2020-08-24,6.04
3213,302,2020-05-26,7.07
3213,302,2020-07-28,6.42
3213,303,2020-05-27,7.67
3213,303,2020-07-29,6.36
3213,304,2020-05-28,7.45
3213,304,2020-07-09,6.51
3213,304,2020-08-20,6.1
3213,305,2020-05-29,6.35
3213,305,2020-07-10,6.91
3213,305,2020-08-21,6.34
3223,301,2020-06-01,7.52
3223,301,2020-07-13,6.78
3223,301,2020-08-24,7.48
3223,302,2020-05-26,7.02
3223,302,2020-07-28,6.23
3223,303,2020-05-27,6.79
3223,303,2020-07-29,6.02
3223,304,2020-05-28,7.29
3223,304,2020-07-09,6.81
3223,304,2020-08-20,7.41
3223,305,2020-05-29,6.06
3223,305,2020-07-10,7.67
3223,305,2020-08-21,7.97
3243,301,2020-06-01,6.93
3243,301,2020-07-13,6.35
3243,301,2020-08-24,
3243,302,2020-05-26,6.34
3243,302,2020-07-28,7.11
3243,303,2020-05-27,6.8
3243,303,2020-07-29,6.65
3243,304,2020-05-28,6.75
3243,304,2020-07-09,6.29
3243,304,2020-08-20,
3243,305,2020-05-29,7.14
3243,305,2020-07-10,7.71
3243,305,2020-08-21,
3262,201,2021-03-15,3.65
3262,201,2021-04-19,2.35
3262,201,2021-05-24,2.95
3262,202,2021-03-09,3.29
3262,202,2021-04-13,1.65
3262,202,2021-05-18,4.72
3262,203,2021-03-10,2.97
3262,203,2021-04-14,3.88
3262,203,2021-05-19,3.36
3262,204,2021-03-11,0.66
3262,204,2021-04-29,1.25
3262,205,2021-03-12,4.89
3262,205,2021-04-30,3.64
3262,206,2021-03-13,5.98
3262,206,2021-05-01,1.87
3272,201,2021-03-15,8.51
3272,201,2021-04-19,8.48
3272,201,2021-05-24,8.28
3272,202,2021-03-09,8.06
3272,202,2021-04-13,8.08
3272,202,2021-05-18,8.53
3272,203,2021-03-10,8.62
3272,203,2021-04-14,8.86
3272,203,2021-05-19,8.66
3272,204,2021-03-11,8.94
3272,204,2021-04-29,8.5
3272,205,2021-03-12,8.41
3272,205,2021-04-30,8.75
3272,206,2021-03-13,8.58
3272,206,2021-05-01,8.81
3275,501,2020-06-15,8.81
3275,501,2020-07-27,8.58
3275,501,2020-09-07,
3275,502,2020-06-09,8.26
3275,502,2020-08-11,8.95
3275,503,2020-06-10,8.17
3275,503,2020-08-12,8.26
3275,504,2020-06-11,8.3
3275,504,2020-07-23,8.94
3275,504,2020-09-03,
3275,505,2020-06-12,8.18
3275,505,2020-07-24,8.61
3275,505,2020-09-04,
3284,401,2021-03-08,9.04
3284,401,2021-04-12,9.56
3284,401,2021-05-17,9.54
3284,402,2021-03-02,9.5
3284,402,2021-04-27,9.88
3284,403,2021-03-03,9.81
3284,403,2021-04-28,9.62
3284,404,2021-03-04,9.25
3284,404,2021-04-08,9.68
3284,404,2021-05-13,9.79
3284,405,2021-03-05,9.2
3284,405,2021-04-09,9.78
3284,405,2021-05-14,9.39
3294,401,2021-03-08,6.33
3294,401,2021-04-12,6.4
3294,401,2021-05-17,7.99
3294,402,2021-03-02,6.85
3294,402,2021-04-27,6.77
3294,403,2021-03-03,6.11
3294,403,2021-04-28,6.75
3294,404,2021-03-04,6.02
3294,404,2021-04-08,7.47
3294,404,2021-05-13,7.35
3294,405,2021-03-05,7.82
3294,405,2021-04-09,6.53
3294,405,2021-05-14,7.09
3293,301,2020-06-01,7.71
3293,301,2020-07-13,7.86
3293,301,2020-08-24,6.05
3293,302,2020-05-26,7.75
3293,302,2020-07-28,7.11
3293,303,2020-05-27,7.53
3293,303,2020-07-29,7.04
3293,304,2020-05-28,6.31
3293,304,2020-07-09,7.74
3293,304,2020-08-20,7.24
3293,305,2020-05-29,7.31
3293,305,2020-07-10,6.2
3293,305,2020-08-21,7.73
3321,101,2021-06-21,8.95
3321,101,2021-08-02,8.64
3321,101,2021-09-13,8.82
3321,102,2021-06-15,8.51
3321,102,2021-08-24,8.98
3321,103,2021-06-16,8.31
3321,103,2021-08-25,8.12
3321,104,2021-06-17,8.15
3321,104,2021-07-29,8.13
3321,104,2021-09-09,8.21
3321,105,2021-06-18,8.33
3321,105,2021-07-30,8.32
3321,105,2021-09-10,8.62
3335,501,2020-06-15,8.44
3335,501,2020-07-27,
3335,501,2020-09-07,
3335,502,2020-06-09,8.71
3335,502,2020-08-11,
3335,503,2020-06-10,8.74
3335,503,2020-08-12,
3335,504,2020-06-11,8.49
3335,504,2020-07-23,
3335,504,2020-09-03,
3335,505,2020-06-12,8.76
3335,505,2020-07-24,
3335,505,2020-09-04,
3334,401,2021-03-08,8.37
3334,401,2021-04-12,8.77
3334,401,2021-05-17,8.52
3334,402,2021-03-02,8.23
3334,402,2021-04-27,8.47
3334,403,2021-03-03,8.77
3334,403,2021-04-28,8.47
3334,404,2021-03-04,8.25
3334,404,2021-04-08,8.65
3334,404,2021-05-13,8.16
3334,405,2021-03-05,8.77
3334,405,2021-04-09,8.4
3334,405,2021-05-14,8.99
3345,501,2020-06-15,9.53
3345,501,2020-07-27,9.48
3345,501,2020-09-07,9.37
3345,502,2020-06-09,9.74
3345,502,2020-08-11,9.22
3345,503,2020-06-10,9.57
3345,503,2020-08-12,9.19
3345,504,2020-06-11,9.23
3345,504,2020-07-23,9.66
3345,504,2020-09-03,9.24
3345,505,2020-06-12,9.57
3345,505,2020-07-24,9.21
3345,505,2020-09-04,9.51
3341,101,2021-06-21,10.0
3341,101,2021-08-02,9.51
3341,101,2021-09-13,9.59
3341,102,2021-06-15,9.66
3341,102,2021-08-24,9.62
3341,103,2021-06-16,9.58
3341,103,2021-08-25,9.85
3341,104,2021-06-17,9.47
3341,104,2021-07-29,9.3
3341,104,2021-09-09,9.4
3341,105,2021-06-18,9.95
3341,105,2021-07-30,9.9
3341,105,2021-09-10,9.95
3352,201,2021-03-15,7.57
3352,201,2021-04-19,6.03
3352,201,2021-05-24,7.84
3352,202,2021-03-09,7.61
3352,202,2021-04-13,6.81
3352,202,2021-05-18,6.81
3352,203,2021-03-10,7.93
3352,203,2021-04-14,7.8
3352,203,2021-05-19,6.52
3352,204,2021-03-11,7.54
3352,204,2021-04-29,7.78
3352,205,2021-03-12,7.65
3352,205,2021-04-30,7.74
3352,206,2021-03-13,7.36
3352,206,2021-05-01,6.29
3351,101,2021-06-21,7.26
3351,101,2021-08-02,6.57
3351,101,2021-09-13,6.07
3351,102,2021-06-15,7.55
3351,102,2021-08-24,7.29
3351,103,2021-06-16,7.06
3351,103,2021-08-25,7.82
3351,104,2021-06-17,8.0
3351,104,2021-07-29,7.23
3351,104,2021-09-09,6.34
3351,105,2021-06-18,6.53
3351,105,2021-07-30,6.58
3351,105,2021-09-10,7.29
3365,501,2020-06-15,8.72
3365,501,2020-07-27,8.93
3365,501,2020-09-07,
3365,502,2020-06-09,8.34
3365,502,2020-08-11,
3365,503,2020-06-10,8.07
3365,503,2020-08-12,
3365,504,2020-06-11,8.41
3365,504,2020-07-23,8.37
3365,504,2020-09-03,
3365,505,2020-06-12,8.39
3365,505,2020-07-24,8.71
3365,505,2020-09-04,
3375,501,2020-06-15,6.71
3375,501,2020-07-27,6.16
3375,501,2020-09-07,7.71
3375,502,2020-06-09,6.77
3375,502,2020-08-11,6.92
3375,503,2020-06-10,6.05
3375,503,2020-08-12,6.29
3375,504,2020-06-11,7.53
3375,504,2020-07-23,7.73
3375,504,2020-09-03,7.48
3375,505,2020-06-12,7.9
3375,505,2020-07-24,6.24
3375,505,2020-09-04,6.97
3374,401,2021-03-08,7.7
3374,401,2021-04-12,6.51
3374,401,2021-05-17,7.41
3374,402,2021-03-02,6.21
3374,402,2021-04-27,7.72
3374,403,2021-03-03,7.24
3374,403,2021-04-28,7.05
3374,404,2021-03-04,6.2
3374,404,2021-04-08,6.11
3374,404,2021-05-13,6.8
3374,405,2021-03-05,6.3
3374,405,2021-04-09,7.83
3374,405,2021-05-14,6.84
3384,401,2021-03-08,6.66
3384,401,2021-04-12,7.89
3384,401,2021-05-17,7.55
3384,402,2021-03-02,6.54
3384,402,2021-04-27,7.85
3384,403,2021-03-03,7.49
3384,403,2021-04-28,7.92
3384,404,2021-03-04,6.89
3384,404,2021-04-08,7.46
3384,404,2021-05-13,7.03
3384,405,2021-03-05,6.42
3384,405,2021-04-09,6.99
3384,405,2021-05-14,6.53
3404,401,2021-03-08,8.18
3404,401,2021-04-12,8.51
3404,401,2021-05-17,8.37
3404,402,2021-03-02,8.09
3404,402,2021-04-27,8.85
3404,403,2021-03-03,8.42
3404,403,2021-04-28,8.32
3404,404,2021-03-04,8.47
3404,404,2021-04-08,8.26
3404,404,2021-05-13,8.27
3404,405,2021-03-05,8.88
3404,405,2021-04-09,8.28
3404,405,2021-05-14,8.36
3403,301,2020-06-01,8.03
3403,301,2020-07-13,8.12
3403,301,2020-08-24,8.6
3403,302,2020-05-26,8.03
3403,302,2020-07-28,8.84
3403,303,2020-05-27,8.56
3403,303,2020-07-29,8.5
3403,304,2020-05-28,8.96
3403,304,2020-07-09,8.13
3403,304,2020-08-20,8.78
3403,305,2020-05-29,8.49
3403,305,2020-07-10,8.38
3403,305,2020-08-21,8.29
3412,201,2021-03-15,1.34
3412,201,2021-04-19,1.83
3412,201,2021-05-24,0.24
3412,202,2021-03-09,0.23
3412,202,2021-04-13,5.54
3412,202,2021-05-18,0.19
3412,203,2021-03-10,4.77
3412,203,2021-04-14,4.16
3412,203,2021-05-19,5.31
3412,204,2021-03-11,2.39
3412,204,2021-04-29,4.94
3412,205,2021-03-12,2.27
3412,205,2021-04-30,4.83
3412,206,2021-03-13,3.65
3412,206,2021-05-01,4.88
3425,501,2020-06-15,8.84
3425,501,2020-07-27,8.04
3425,501,2020-09-07,8.06
3425,502,2020-06-09,8.79
3425,502,2020-08-11,8.23
3425,503,2020-06-10,8.17
3425,503,2020-08-12,8.41
3425,504,2020-06-11,8.82
3425,504,2020-07-23,8.92
3425,504,2020-09-03,8.28
3425,505,2020-06-12,8.46
3425,505,2020-07-24,8.95
3425,505,2020-09-04,8.68
3422,201,2021-03-15,8.67
3422,201,2021-04-19,8.82
3422,201,2021-05-24,8.94
3422,202,2021-03-09,8.07
3422,202,2021-04-13,8.24
3422,202,2021-05-18,8.88
3422,203,2021-03-10,8.05
3422,203,2021-04-14,8.24
3422,203,2021-05-19,8.42
3422,204,2021-03-11,8.92
3422,204,2021-04-29,8.0
3422,205,2021-03-12,8.92
3422,205,2021-04-30,8.22
3422,206,2021-03-13,8.05
3422,206,2021-05-01,8.31
3434,401,2021-03-08,8.18
3434,401,2021-04-12,8.02
3434,401,2021-05-17,8.71
3434,402,2021-03-02,8.87
3434,402,2021-04-27,8.13
3434,403,2021-03-03,8.71
3434,403,2021-04-28,8.49
3434,404,2021-03-04,8.44
3434,404,2021-04-08,8.25
3434,404,2021-05-13,8.85
3434,405,2021-03-05,8.71
3434,405,2021-04-09,8.92
3434,405,2021-05-14,8.4
3433,301,2020-06-01,8.87
3433,301,2020-07-13,8.92
3433,301,2020-08-24,8.39
3433,302,2020-05-26,8.08
3433,302,2020-07-28,8.29
3433,303,2020-05-27,8.59
3433,303,2020-07-29,8.12
3433,304,2020-05-28,8.96
3433,304,2020-07-09,8.45
3433,304,2020-08-20,8.12
3433,305,2020-05-29,8.89
3433,305,2020-07-10,8.56
3433,305,2020-08-21,8.97
3444,401,2021-03-08,7.25
3444,401,2021-04-12,7.45
3444,401,2021-05-17,7.96
3444,402,2021-03-02,6.64
3444,402,2021-04-27,7.86
3444,403,2021-03-03,7.46
3444,403,2021-04-28,7.3
3444,404,2021-03-04,7.49
3444,404,2021-04-08,7.52
3444,404,2021-05-13,7.29
3444,405,2021-03-05,6.71
3444,405,2021-04-09,6.96
3444,405,2021-05-14,7.87
3443,301,2020-06-01,7.66
3443,301,2020-07-13,7.58
3443,301,2020-08-24,6.84
3443,302,2020-05-26,7.98
3443,302,2020-07-28,6.97
3443,303,2020-05-27,7.41
3443,303,2020-07-29,6.9
3443,304,2020-05-28,6.92
3443,304,2020-07-09,6.47
3443,304,2020-08-20,7.82
3443,305,2020-05-29,6.83
3443,305,2020-07-10,7.57
3443,305,2020-08-21,6.93
3455,501,2020-06-15,8.09
3455,501,2020-07-27,9.0
3455,501,2020-09-07,8.1
3455,502,2020-06-09,8.24
3455,502,2020-08-11,8.15
3455,503,2020-06-10,8.26
3455,503,2020-08-12,8.52
3455,504,2020-06-11,8.93
3455,504,2020-07-23,8.15
3455,504,2020-09-03,8.09
3455,505,2020-06-12,8.41
3455,505,2020-07-24,8.33
3455,505,2020-09-04,8.18
3461,101,2021-06-21,8.98
3461,101,2021-08-02,8.41
3461,101,2021-09-13,8.13
3461,102,2021-06-15,8.52
3461,102,2021-08-24,8.91
3461,103,2021-06-16,8.3
3461,103,2021-08-25,8.09
3461,104,2021-06-17,8.94
3461,104,2021-07-29,8.09
3461,104,2021-09-09,8.97
3461,105,2021-06-18,8.46
3461,105,2021-07-30,8.08
3461,105,2021-09-10,9.0
3463,301,2020-06-01,8.87
3463,301,2020-07-13,8.82
3463,301,2020-08-24,8.64
3463,302,2020-05-26,8.82
3463,302,2020-07-28,8.72
3463,303,2020-05-27,8.95
3463,303,2020-07-29,8.36
3463,304,2020-05-28,8.34
3463,304,2020-07-09,8.92
3463,304,2020-08-20,8.08
3463,305,2020-05-29,8.85
3463,305,2020-07-10,9.0
3463,305,2020-08-21,8.31
3475,501,2020-06-15,7.6
3475,501,2020-07-27,6.9
3475,501,2020-09-07,6.8
3475,502,2020-06-09,6.65
3475,502,2020-08-11,7.96
3475,503,2020-06-10,6.84
3475,503,2020-08-12,7.55
3475,504,2020-06-11,7.75
3475,504,2020-07-23,7.78
3475,504,2020-09-03,7.2
3475,505,2020-06-12,7.01
3475,505,2020-07-24,7.26
3475,505,2020-09-04,6.07
3474,401,2021-03-08,6.02
3474,401,2021-04-12,7.39
3474,401,2021-05-17,7.64
3474,402,2021-03-02,7.73
3474,402,2021-04-27,6.83
3474,403,2021-03-03,7.15
3474,403,2021-04-28,6.41
3474,404,2021-03-04,7.24
3474,404,2021-04-08,7.76
3474,404,2021-05-13,7.16
3474,405,2021-03-05,7.95
3474,405,2021-04-09,6.6
3474,405,2021-05-14,7.22
3484,401,2021-03-08,6.38
3484,401,2021-04-12,6.23
3484,401,2021-05-17,7.02
3484,402,2021-03-02,6.93
3484,402,2021-04-27,7.98
3484,403,2021-03-03,6.8
3484,403,2021-04-28,7.99
3484,404,2021-03-04,7.13
3484,404,2021-04-08,7.73
3484,404,2021-05-13,7.9
3484,405,2021-03-05,7.33
3484,405,2021-04-09,6.76
3484,405,2021-05-14,7.91
3495,501,2020-06-15,7.71
3495,501,2020-07-27,7.04
3495,501,2020-09-07,7.63
3495,502,2020-06-09,6.47
3495,502,2020-08-11,6.02
3495,503,2020-06-10,6.18
3495,503,2020-08-12,6.41
3495,504,2020-06-11,6.24
3495,504,2020-07-23,6.66
3495,504,2020-09-03,6.39
3495,505,2020-06-12,7.25
3495,505,2020-07-24,6.61
3495,505,2020-09-04,6.54
3491,101,2021-06-21,7.82
3491,101,2021-08-02,7.72
3491,101,2021-09-13,6.53
3491,102,2021-06-15,7.0
3491,102,2021-08-24,7.46
3491,103,2021-06-16,6.17
3491,103,2021-08-25,7.42
3491,104,2021-06-17,7.71
3491,104,2021-07-29,6.79
3491,104,2021-09-09,6.52
3491,105,2021-06-18,6.25
3491,105,2021-07-30,7.13
3491,105,2021-09-10,7.46
3505,501,2020-06-15,8.16
3505,501,2020-07-27,8.77
3505,501,2020-09-07,8.49
3505,502,2020-06-09,8.25
3505,502,2020-08-11,8.76
3505,503,2020-06-10,8.77
3505,503,2020-08-12,8.5
3505,504,2020-06-11,8.58
3505,504,2020-07-23,8.02
3505,504,2020-09-03,8.33
3505,505,2020-06-12,8.16
3505,505,2020-07-24,8.59
3505,505,2020-09-04,8.62
3512,201,2021-03-15,8.4
3512,201,2021-04-19,
3512,201,2021-05-24,
3512,202,2021-03-09,8.86
3512,202,2021-04-13,
3512,202,2021-05-18,
3512,203,2021-03-10,8.95
3512,203,2021-04-14,
3512,203,2021-05-19,
3512,204,2021-03-11,8.15
3512,204,2021-04-29,
3512,205,2021-03-12,8.09
3512,205,2021-04-30,
3512,206,2021-03-13,8.57
3512,206,2021-05-01,
3522,201,2021-03-15,7.07
3522,201,2021-04-19,6.13
3522,201,2021-05-24,6.52
3522,202,2021-03-09,7.32
3522,202,2021-04-13,7.78
3522,202,2021-05-18,7.4
3522,203,2021-03-10,7.83
3522,203,2021-04-14,6.32
3522,203,2021-05-19,6.36
3522,204,2021-03-11,6.58
3522,204,2021-04-29,6.94
3522,205,2021-03-12,7.08
3522,205,2021-04-30,7.19
3522,206,2021-03-13,7.21
3522,206,2021-05-01,7.93
3525,501,2020-06-15,6.82
3525,501,2020-07-27,6.21
3525,501,2020-09-07,7.36
3525,502,2020-06-09,6.17
3525,502,2020-08-11,6.08
3525,503,2020-06-10,7.32
3525,503,2020-08-12,6.38
3525,504,2020-06-11,6.66
3525,504,2020-07-23,6.27
3525,504,2020-09-03,6.5
3525,505,2020-06-12,6.46
3525,505,2020-07-24,7.07
3525,505,2020-09-04,6.96
3543,301,2020-06-01,10.0
3543,301,2020-07-13,9.47
3543,301,2020-08-24,
3543,302,2020-05-26,9.84
3543,302,2020-07-28,
3543,303,2020-05-27,9.74
3543,303,2020-07-29,
3543,304,2020-05-28,9.97
3543,304,2020-07-09,9.34
3543,304,2020-08-20,
3543,305,2020-05-29,9.78
3543,305,2020-07-10,9.88
3543,305,2020-08-21,
3564,401,2021-03-08,1.72
3564,401,2021-04-12,3.09
3564,401,2021-05-17,1.28
3564,402,2021-03-02,2.19
3564,402,2021-04-27,4.13
3564,403,2021-03-03,1.68
3564,403,2021-04-28,2.03
3564,404,2021-03-04,1.56
3564,404,2021-04-08,2.05
3564,404,2021-05-13,1.23
3564,405,2021-03-05,4.96
3564,405,2021-04-09,1.28
3564,405,2021-05-14,2.83
3573,301,2020-06-01,6.14
3573,301,2020-07-13,
3573,301,2020-08-24,
3573,302,2020-05-26,6.92
3573,302,2020-07-28,
3573,303,2020-05-27,7.49
3573,303,2020-07-29,
3573,304,2020-05-28,6.97
3573,304,2020-07-09,6.09
3573,304,2020-08-20,
3573,305,2020-05-29,6.81
3573,305,2020-07-10,
3573,305,2020-08-21,
3574,401,2021-03-08,7.37
3574,401,2021-04-12,6.66
3574,401,2021-05-17,7.42
3574,402,2021-03-02,6.41
3574,402,2021-04-27,6.5
3574,403,2021-03-03,6.81
3574,403,2021-04-28,7.42
3574,404,2021-03-04,6.98
3574,404,2021-04-08,6.26
3574,404,2021-05-13,7.12
3574,405,2021-03-05,7.14
3574,405,2021-04-09,7.61
3574,405,2021-05-14,6.22
3581,101,2021-06-21,8.47
3581,101,2021-08-02,8.28
3581,101,2021-09-13,8.96
3581,102,2021-06-15,8.05
3581,102,2021-08-24,8.74
3581,103,2021-06-16,8.15
3581,103,2021-08-25,8.08
3581,104,2021-06-17,8.27
3581,104,2021-07-29,8.47
3581,104,2021-09-09,8.34
3581,105,2021-06-18,8.84
3581,105,2021-07-30,8.48
3581,105,2021-09-10,8.71
3582,201,2021-03-15,8.98
3582,201,2021-04-19,8.5
3582,201,2021-05-24,8.12
3582,202,2021-03-09,8.57
3582,202,2021-04-13,8.82
3582,202,2021-05-18,8.14
3582,203,2021-03-10,8.3
3582,203,2021-04-14,8.03
3582,203,2021-05-19,8.04
3582,204,2021-03-11,8.94
3582,204,2021-04-29,8.76
3582,205,2021-03-12,8.43
3582,205,2021-04-30,9.0
3582,206,2021-03-13,8.3
3582,206,2021-05-01,8.48
3594,401,2021-03-08,4.03
3594,401,2021-04-12,3.43
3594,401,2021-05-17,3.63
3594,402,2021-03-02,2.24
3594,402,2021-04-27,4.78
3594,403,2021-03-03,3.4
3594,403,2021-04-28,3.61
3594,404,2021-03-04,3.94
3594,404,2021-04-08,5.96
3594,404,2021-05-13,4.35
3594,405,2021-03-05,3.88
3594,405,2021-04-09,0.38
3594,405,2021-05-14,1.26
3602,201,2021-03-15,7.18
3602,201,2021-04-19,6.04
3602,201,2021-05-24,6.39
3602,202,2021-03-09,6.17
3602,202,2021-04-13,7.56
3602,202,2021-05-18,7.5
3602,203,2021-03-10,7.07
3602,203,2021-04-14,6.93
3602,203,2021-05-19,6.1
3602,204,2021-03-11,7.88
3602,204,2021-04-29,7.9
3602,205,2021-03-12,6.36
3602,205,2021-04-30,6.17
3602,206,2021-03-13,6.58
3602,206,2021-05-01,6.62
3611,101,2021-06-21,
3611,101,2021-08-02,
3611,101,2021-09-13,
3611,102,2021-06-15,
3611,102,2021-08-24,
3611,103,2021-06-16,
3611,103,2021-08-25,
3611,104,2021-06-17,
3611,104,2021-07-29,
